fund_code,fund_name,n_managers,max_tenure_years,min_tenure_years,recent_manager_added,manager_names,tenure_list,qieman_net_asset
519770,交银优择回报灵活配置混合A,1,1.5,1.5,False,周珊珊,1.5,30.18亿
000979,景顺长城沪港深精选股票A,1,1.2,1.2,False,张仲维,1.2,66.89亿
018876,兴合先进制造混合A,1,2.8,2.8,False,梁辰星,2.8,1.32亿
018194,建信新材料精选股票A,1,0.5,0.5,False,田元泉,0.5,2.91亿
160220,国泰民益混合(LOF)A,1,1.3,1.3,False,陈臻迪,1.3,1.12亿
017737,融通慧心混合A,1,1.3,1.3,False,任涛,1.3,7984.31万
001194,景顺长城稳健回报混合A,1,1.8,1.8,False,江山,1.8,53.23亿
519766,交银荣鑫灵活配置混合A,1,0.3,0.3,True,刘庆祥,0.3,4.09亿
014727,易方达成长动力混合A,1,4.3,4.3,False,刘健维,4.3,34.61亿
004685,金元顺安元启灵活配置混合,1,8.6,8.6,False,缪玮彬,8.6,15.76亿
014341,摩根时代睿选股票A,1,3,3,False,陈思郁,3,1.02亿
015970,华泰柏瑞景气驱动混合A,1,2.8,2.8,False,陈乐,2.8,5.41亿
014031,南方发展机遇一年持有混合A,1,2.5,2.5,False,范佳瓅,2.5,1.96亿
018956,中航机遇领航混合A,2,2.8,0.1,True,韩浩|王森,2.8|0.1,121.67亿
018000,鹏华芯片产业混合A,1,3.1,3.1,False,王璐,3.1,9889.12万
016558,安信洞见成长混合A,1,3.5,3.5,False,陈鹏,3.5,5.16亿
005775,中加转型动力混合A,2,0.3,0.1,True,黄翱|薛杨,0.1|0.3,4.20亿
012993,汇添富品牌力一年持有混合A,1,4.3,4.3,False,蔡志文,4.3,3.05亿
018148,百嘉百瑞混合A,1,2.8,2.8,False,黄艺明,2.8,2038.92万
008186,淳厚信睿混合A,2,6.1,0.1,True,陈文|杨煜城,6.1|0.1,30.57亿
501015,财通多策略升级混合(LOF)A,1,5.2,5.2,False,沈犁,5.2,1.85亿
001664,平安鑫安混合A,1,1.9,1.9,False,林清源,1.9,20.15亿
011093,永赢宏泽一年定开混合,1,2.2,2.2,False,高楠,2.2,10.77亿
005851,财通新视野灵活配置混合A,1,5.4,5.4,False,沈犁,5.4,14.84亿
005746,国泰聚利价值定开混合,1,4.9,4.9,False,程瑶,4.9,1.88亿
017835,信澳匠心回报混合A,1,2.3,2.3,False,张明烨,2.3,17.21亿
000411,景顺长城优质成长A,1,2.6,2.6,False,张仲维,2.6,21.91亿
009931,淳厚欣享一年持有期混合A,2,5.7,2.4,False,陈文|杨煜城,5.7|2.4,5.76亿
004206,华商元亨混合A,1,7.1,7.1,False,胡中原,7.1,36.79亿
005186,长安鑫兴混合A,1,0.1,0.1,True,江博文,0.1,1.28亿
018442,汇添富成长领航混合A,1,2.8,2.8,False,左剑,2.8,4.39亿
017801,汇添富战略精选中小盘市值3年持有期混合A,1,3.2,3.2,False,蔡志文,3.2,1.75亿
003598,华商润丰灵活配置混合A,1,7.2,7.2,False,胡中原,7.2,99.45亿
010761,华商甄选回报混合A,3,2.5,1.3,False,崔志鹏|余懿|孙蔚,2.4|1.3|2.5,45.41亿
017828,富国时代精选混合A,1,3.2,3.2,False,许炎,3.2,5.83亿
001412,德邦鑫星价值灵活配置混合A,1,2.4,2.4,False,陆阳,2.4,87.14亿
001184,易方达新常态灵活配置混合,1,1.8,1.8,False,何一铖,1.8,28.84亿
017960,招商趋势领航混合A,1,3.2,3.2,False,梁辰,3.2,3.14亿
014317,广发价值领航一年持有混合A,1,4,4,False,杨冬,4,10.93亿
015043,西部利得时代动力混合发起A,1,4,4,False,张昌平,4,5.68亿
162201,宏利成长混合,1,1.2,1.2,False,孙硕,1.2,20.57亿
017964,招商匠心优选混合A,1,0.1,0.1,True,王奇超,0.1,3.22亿
014277,万家北交所慧选两年定开混合A,1,4.6,4.6,False,叶勇,4.6,1.80亿
009707,工银新兴制造混合A,1,1.9,1.9,False,马丽娜,1.9,69.59亿
002776,招商安荣灵活配置混合A,1,0.9,0.9,False,程泉璋,0.9,6622.99万
013721,信澳景气优选混合A,1,4.5,4.5,False,吴清宇,4.5,6.20亿
002849,金信智能中国2025混合A,1,1.2,1.2,False,杨超,1.2,5.10亿
018868,兴全品质甄选混合A,1,1.6,1.6,False,程剑,1.6,3.19亿
014279,汇添富北交所创新精选两年定开混合A,1,1.5,1.5,False,马磊,1.5,3.19亿
018401,嘉实成长驱动混合A,1,2.7,2.7,False,孟夏,2.7,1.91亿
013107,华夏先进制造龙头混合A,1,4.6,4.6,False,高翔,4.6,3.31亿
001856,易方达环保主题灵活配置混合A,1,8.5,8.5,False,祁禾,8.5,55.59亿
740001,长安宏观策略混合A,1,2.4,2.4,False,王浩聿,2.4,2.52亿
110029,易方达科讯混合,1,6.9,6.9,False,刘健维,6.9,77.39亿
018281,山证资管创新成长混合A,1,2.8,2.8,False,杨旭,2.8,1776.20万
015143,中欧智能制造混合A,1,4.2,4.2,False,邵洁,4.2,7.28亿
000390,华商优势行业A,1,1.3,1.3,False,张明昕,1.3,101.49亿
017639,景顺长城景气优选一年持有期混合A,1,3.3,3.3,False,董晗,3.3,1.65亿
013855,嘉实品质发现混合A,1,4.2,4.2,False,蔡丞丰,4.2,8092.73万
018554,交银施罗德启嘉混合A,1,2.9,2.9,False,黄鼎,2.9,1.64亿
166301,华商新趋势优选灵活配置混合,1,1.3,1.3,False,童立,1.3,57.57亿
017794,交银施罗德启盛混合A,1,3.2,3.2,False,封晴,3.2,1.13亿
016485,中欧成长先锋混合A,1,3.6,3.6,False,刘伟伟,3.6,8.57亿
017749,国投瑞银景气驱动混合A,1,3.3,3.3,False,汤龑,3.3,18.64亿
015368,国泰海通领航成长一年持有期混合A,1,3.3,3.3,False,陈思靖,3.3,2.83亿
014175,工银价值成长混合A,1,4.2,4.2,False,何肖颉,4.2,9399.89万
012835,招商景气精选股票A,1,2,2,False,梁辰,2,5.73亿
017086,嘉实ESG可持续投资混合A,1,3.3,3.3,False,蔡丞丰,3.3,6.81亿
013693,博道盛兴一年持有期混合,1,4.3,4.3,False,张建胜,4.3,5909.95万
001437,易方达瑞享混合I,1,8.5,8.5,False,武阳,8.5,56.92亿
017490,财通景气甄选一年持有期混合A,1,2.9,2.9,False,金梓才,2.9,2.40亿
010371,大成成长进取混合A,1,2.2,2.2,False,杜聪,2.2,21.83亿
012301,易方达核心智造混合,1,0.7,0.7,False,倪春尧,0.7,17.58亿
001144,大成互联网思维混合A,1,0.4,0.4,True,郭玮羚,0.4,3.97亿
018217,博时厚泽匠选一年持有期混合A,1,3.1,3.1,False,冀楠,3.1,6174.90万
011822,易方达产业升级混合A,1,4.9,4.9,False,祁禾,4.9,38.16亿
014611,富国核心科技12个月持有混合A,1,4.4,4.4,False,许炎,4.4,2.62亿
519196,万家新兴蓝筹灵活配置混合A,1,10.4,10.4,False,莫海波,10.4,34.04亿
000688,景顺长城研究精选股票A,1,0.8,0.8,False,江山,0.8,38.40亿
014591,广发瑞誉一年持有期混合A,2,0.7,0.1,True,孙迪|胡英粲,0.7|0.1,12.21亿
001075,宝盈转型动力混合A,1,3.2,3.2,False,容志能,3.2,27.02亿
006158,博时荣享回报混合A,1,7.8,7.8,False,蔡滨,7.8,10.53亿
002768,华安安进灵活配置混合A,1,0.8,0.8,False,桑翔宇,0.8,9825.17万
017075,宝盈半导体产业混合A,1,0.5,0.5,False,倪也,0.5,1.23亿
013238,财通均衡优选一年持有混合A,1,1.6,1.6,False,贾雅楠,1.6,8432.36万
017102,摩根士丹利数字经济混合A,1,3.3,3.3,False,雷志勇,3.3,77.02亿
008555,华商龙头优势混合,1,1.2,1.2,False,彭雾,1.2,9.82亿
012586,南方港股创新视野一年持有混合A,1,4.5,4.5,False,史博,4.5,1.60亿
006533,易方达科融混合,1,6,6,False,刘健维,6,77.66亿
017850,交银施罗德启信混合A,1,3.3,3.3,False,郭若,3.3,4.75亿
010418,财通景气行业混合A,1,4.2,4.2,False,沈犁,4.2,6.46亿
001076,易方达改革红利混合,1,4.4,4.4,False,陈皓,4.4,21.31亿
260112,景顺长城能源基建混合A,1,1.1,1.1,False,邹立虎,1.1,32.78亿
018226,,0,,,,,,
017998,中欧融恒平衡混合A,2,3.2,0.4,True,蓝小康|岳小博,3.2|0.4,13.27亿
001892,长盛新兴成长混合,1,0.6,0.6,False,汤其勇,0.6,9261.68万
213003,宝盈策略增长混合,1,1.5,1.5,False,容志能,1.5,15.02亿
012153,博时研究慧选混合A,1,3.3,3.3,False,吴鹏,3.3,5.75亿
017551,南方景气前瞻混合A,1,3.3,3.3,False,钟贇,3.3,10.67亿
014191,广发先进制造股票发起式A,1,4.3,4.3,False,孙迪,4.3,20.05亿
001678,英大国企改革主题股票A,1,7.3,7.3,False,张媛,7.3,3.61亿
008988,大成科技创新混合A,1,5.4,5.4,False,郭玮羚,5.4,40.75亿
013958,华商鑫选回报一年持有混合A,1,1.3,1.3,False,张文龙,1.3,2.52亿
007343,嘉实科技创新混合,1,7.1,7.1,False,王贵重,7.1,37.92亿
014283,华夏北交所精选两年定开混合发起式,1,4.6,4.6,False,顾鑫峰,4.6,5.21亿
015842,国投瑞银专精特新量化选股混合A,1,2.9,2.9,False,赵建,2.9,1.24亿
000969,前海开源大安全混合,1,3.8,3.8,False,刘宏,3.8,3.25亿
018504,景顺长城周期优选混合A,1,2.8,2.8,False,邹立虎,2.8,75.84亿
970100,兴证资管金麒麟兴享优选混合A,1,3.7,3.7,False,郑方镳,3.7,1.40亿
630002,华商盛世成长混合,2,3.4,1.3,False,王毅文|孙蔚,1.3|3.4,34.27亿
003304,前海开源沪港深核心资源混合A,1,9.7,9.7,False,吴国清,9.7,23.75亿
002833,华夏新锦绣灵活配置混合A,1,5.3,5.3,False,张城源,5.3,15.25亿
014771,中泰红利优选一年持有混合发起,2,4.2,3.1,False,姜诚|王桃,4.2|3.1,9.93亿
000017,财通可持续混合,1,10.1,10.1,False,夏钦,10.1,1.52亿
006976,鹏华核心优势混合A,1,4.5,4.5,False,黄奕松,4.5,1.79亿
002049,融通新机遇灵活配置混合,2,10.6,2.9,False,余志勇|刘舒乐,10.6|2.9,1.34亿
015749,博时优享回报混合A,1,0.6,0.6,False,刘宁,0.6,1.45亿
002292,诺安益鑫灵活配置混合A,1,5.9,5.9,False,陈衍鹏,5.9,7117.00万
005695,华安睿明两年定开混合A,1,6.4,6.4,False,陆奔,6.4,2.60亿
002910,易方达供给改革混合,1,7.1,7.1,False,杨宗昌,7.1,53.52亿
001607,英大策略优选A,2,7.3,6.4,False,张媛|张大铮,7.3|6.4,5434.64万
002810,金信转型创新成长混合发起式A,1,4.4,4.4,False,杨超,4.4,5.93亿
000534,长盛高端装备制造灵活配置A,1,0.6,0.6,False,郭堃,0.6,13.54亿
009490,泰康科技创新一年定开混合,1,5.8,5.8,False,金宏伟,5.8,1.46亿
167002,平安鼎越混合(LOF),1,2.6,2.6,False,林清源,2.6,16.99亿
014261,摩根沃享远见一年持有期混合A,1,4.4,4.4,False,杜猛,4.4,4.82亿
009601,招商科技动力3个月滚动持有股票A,1,2,2,False,张林,2,9.24亿
016370,信澳业绩驱动混合A,1,0.3,0.3,True,童昌希,0.3,37.26亿
013674,长城价值甄选一年持有混合A,1,2.8,2.8,False,陈子扬,2.8,1.80亿
004475,华泰柏瑞富利混合A,1,5.9,5.9,False,董辰,5.9,50.09亿
014915,财通匠心优选一年持有混合A,1,4.2,4.2,False,金梓才,4.2,3.08亿
016605,财通资管臻享成长混合A,2,0.6,0.2,True,于洋|李响,0.2|0.6,1.13亿
015880,中欧小盘成长混合A,3,4,0.1,True,汤旻玮|钱亚婷|徐熙宁,0.9|4|0.1,14.89亿
009891,融通产业趋势臻选股票A,1,3.3,3.3,False,李进,3.3,38.44亿
011144,华安汇宏精选混合A,1,1.1,1.1,False,桑翔宇,1.1,38.48亿
006195,国金量化多因子A,2,5.8,3.4,False,马芳|姚加红,5.8|3.4,79.12亿
001564,东方红京东大数据混合A,1,10.8,10.8,False,周云,10.8,50.76亿
001322,东吴新趋势,1,7.1,7.1,False,刘元海,7.1,12.43亿
008009,华商高端装备制造股票A,2,1.4,1.4,False,陈夏琼|彭雾,1.4|1.4,7.05亿
011251,华安聚嘉精选混合A,1,5.2,5.2,False,王斌,5.2,12.48亿
000805,中银新经济灵活配置混合A,1,1.1,1.1,False,杨成,1.1,2.09亿
001198,东方惠新灵活配置混合A,1,4.8,4.8,False,严凯,4.8,4.90亿
005443,国金量化多策略灵活配置混合A,2,5.8,3.4,False,姚加红|马芳,3.4|5.8,57.29亿
004496,前海开源多元策略混合A,1,0.2,0.2,True,田维,0.2,10.42亿
580001,东吴嘉禾优势精选A,1,2.8,2.8,False,刘元海,2.8,11.69亿
015006,中欧量化动力混合A,1,4.3,4.3,False,曲径,4.3,2.01亿
005825,申万菱信智能驱动股票A,1,1.7,1.7,False,卜忠林,1.7,16.73亿
005161,华商上游产业股票A,1,2.9,2.9,False,张文龙,2.9,34.86亿
001513,易方达信息产业混合A,1,9.7,9.7,False,郑希,9.7,74.78亿
001744,诺安进取回报混合,2,6.1,2.2,False,吴博俊|杨谷,6.1|2.2,3.64亿
000598,长盛生态环境主题混合A,1,0.6,0.6,False,滕光耀,0.6,2.71亿
003857,前海开源周期优选混合A,1,5.3,5.3,False,刘宏,5.3,2.31亿
016252,华夏景气成长一年持有混合A,1,2.2,2.2,False,彭海伟,2.2,2.21亿
004707,景顺长城睿成混合A,1,1.5,1.5,False,王勇,1.5,10.37亿
160727,嘉实创业板两年定期混合,1,5.3,5.3,False,王贵重,5.3,3.24亿
014653,建信卓越成长一年持有混合A,1,4.2,4.2,False,邵卓,4.2,6930.80万
017488,嘉实信息产业股票A,1,3.5,3.5,False,李涛,3.5,23.63亿
010350,景顺长城品质长青混合A,1,2.9,2.9,False,农冰立,2.9,65.64亿
000940,富国中小盘精选混合A,1,11.4,11.4,False,曹晋,11.4,44.92亿
010460,兴业研究精选混合A,1,5.6,5.6,False,邹慧,5.6,37.41亿
019003,易方达科技智选混合A,1,2.7,2.7,False,蔡荣成,2.7,3.06亿
013641,博道成长智航股票A,1,4.6,4.6,False,杨梦,4.6,75.48亿
006551,中庚价值领航混合,1,2.1,2.1,False,刘晟,2.1,50.20亿
009994,嘉实创新先锋混合A,2,2.6,1.8,False,王贵重|彭民,2.6|1.8,27.62亿
015902,博时优质精选混合A,1,3.8,3.8,False,冀楠,3.8,5504.67万
001323,东吴移动互联A,1,10.1,10.1,False,刘元海,10.1,80.68亿
010033,安信成长精选混合A,1,5.7,5.7,False,陈鹏,5.7,2.78亿
001037,国投瑞银锐意改革灵活配置混合A,1,3.9,3.9,False,马柯,3.9,2.87亿
014007,华安制造升级一年持有混合A,1,0.4,0.4,True,孔涛,0.4,7.43亿
016021,华安优嘉精选混合A,1,3.8,3.8,False,王斌,3.8,5.56亿
017532,平安研究优选混合A,1,3.2,3.2,False,张晓泉,3.2,5.30亿
002450,平安睿享文娱混合A,1,9.8,9.8,False,黄维,9.8,14.91亿
013242,华银优势行业股票,1,4.7,4.7,False,程敏,4.7,5971.67万
673010,西部利得新动向混合A,1,2,2,False,董伟炜,2,29.88亿
016243,广发成长领航一年持有期混合A,1,0,0,True,孙迪,0,16.04亿
001370,中银新趋势混合A,1,10.7,10.7,False,杨成,10.7,1.13亿
009437,信澳科创一年定开混合A,1,2.6,2.6,False,吴凯,2.6,2.39亿
007497,中庚价值灵动灵活配置混合,1,0.4,0.4,True,周汝昂,0.4,11.96亿
001650,工银丰收回报灵活配置混合A,1,6.7,6.7,False,郭雪松,6.7,4.73亿
014135,中欧金安量化混合A,2,4.4,1.2,False,曲径|宋婷,4.4|1.2,15.29亿
001877,宝盈国家安全沪港深股票A,1,3.2,3.2,False,容志能,3.2,7.62亿
009867,工银创新精选一年定开混合A,1,4.3,4.3,False,马丽娜,4.3,3.62亿
015357,摩根慧享成长混合A,1,3.8,3.8,False,李德辉,3.8,1.43亿
011300,易方达智造优势混合A,1,5.4,5.4,False,祁禾,5.4,39.88亿
009993,嘉实前沿创新混合,2,4.4,1.6,False,王贵重|何鸣晓,4.4|1.6,15.57亿
001488,万家瑞丰灵活配置混合A,1,3.4,3.4,False,张永强,3.4,2.15亿
016237,华夏数字经济龙头混合发起式A,1,3.9,3.9,False,张景松,3.9,27.27亿
018071,长信均衡优选混合A,1,2.9,2.9,False,高远,2.9,11.07亿
003659,山证资管策略灵活配置混合A,1,1.6,1.6,False,独孤南薰,1.6,6167.64万
164205,天弘文化新兴产业A,1,0.5,0.5,False,张磊,0.5,3.21亿
050022,博时回报灵活配置,1,8.8,8.8,False,肖瑞瑾,8.8,4.67亿
001072,华安智能装备主题股票A,1,1.1,1.1,False,刘畅畅,1.1,23.09亿
002145,诺安景鑫灵活配置混合,1,7.9,7.9,False,李玉良,7.9,5223.96万
011891,易方达先锋成长混合A,1,4.7,4.7,False,武阳,4.7,44.10亿
013733,红塔红土盛丰混合A,1,1.7,1.7,False,赵耀,1.7,1.10亿
013369,汇添富自主核心科技一年持有混合A,1,2.1,2.1,False,马磊,2.1,4.12亿
016873,广发远见智选混合A,1,3.6,3.6,False,唐晓斌,3.6,119.86亿
001741,广发百发大数据精选混合A,1,0.7,0.7,False,陈韫中,0.7,4.98亿
002281,建信裕利灵活配置混合,1,5.4,5.4,False,江映德,5.4,1.14亿
015245,南华丰汇混合A,1,4.3,4.3,False,黄志钢,4.3,18.88亿
003734,万家瑞盈灵活配置混合A,2,1.3,1.1,False,张永强|李自龙,1.3|1.1,1.65亿
012846,恒越蓝筹精选混合,1,0.3,0.3,True,廖明兵,0.3,3.18亿
015604,华安动力领航混合A,1,3.6,3.6,False,孔涛,3.6,1.00亿
000522,华润元大信息传媒科技混合A,1,0.2,0.2,True,李武群,0.2,2.50亿
009689,易方达瑞锦灵活配置混合A,1,3.9,3.9,False,杨康,3.9,44.46亿
008715,景顺长城价值驱动一年持有混合,1,1.1,1.1,False,邹立虎,1.1,4.27亿
001672,国寿安保智慧生活股票A,1,10.7,10.7,False,张琦,10.7,32.70亿
